T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.054,200.0,0.010000000000000009,99.99999999999991,PUT,0.07,0.16,0.08,0.5855,0.6417
0.054,205.0,0.01999999999999999,50.00000000000003,PUT,0.09,0.19,0.1,0.5583,0.6143
0.054,210.0,0.01999999999999999,50.00000000000003,PUT,0.11,0.22,0.11,0.5323,0.5859
0.054,215.0,0.020000000000000018,49.99999999999996,PUT,0.14,0.26,0.12,0.5091,0.5564
0.054,220.0,0.020000000000000018,49.99999999999996,PUT,0.17,0.3,0.13,0.4824,0.5259
0.054,230.0,0.010000000000000009,99.99999999999991,PUT,0.26,0.39,0.14,0.4293,0.4621
0.054,235.0,0.030000000000000027,33.33333333333331,PUT,0.33,0.45,0.12,0.4048,0.4291
0.054,240.0,0.020000000000000018,49.99999999999996,PUT,0.41,0.51,0.1,0.3789,0.396
0.054,245.0,0.020000000000000018,49.99999999999996,PUT,0.53,0.6,0.07,0.354,0.3636
0.054,250.0,0.030000000000000027,33.33333333333331,PUT,0.71,0.73,0.02,0.3314,0.3332
0.054,260.0,0.06000000000000005,16.666666666666654,PUT,1.44,1.32,-0.12,0.2922,0.2842
0.054,265.0,0.05999999999999961,16.666666666666774,PUT,2.15,1.96,-0.19,0.2773,0.2667
0.054,270.0,0.09999999999999964,10.000000000000036,PUT,3.25,2.98,-0.27,0.2656,0.2534
0.054,285.0,0.09999999999999964,10.000000000000036,CALL,3.3,3.35,0.05,0.2281,0.2301
0.054,290.0,0.10999999999999988,9.0909090909091,CALL,1.82,1.91,0.08,0.2216,0.2259
0.054,300.0,0.030000000000000027,33.33333333333331,CALL,0.53,0.5,-0.02,0.2241,0.2218
0.054,305.0,0.030000000000000027,33.33333333333331,CALL,0.28,0.24,-0.05,0.2297,0.2219
0.054,310.0,0.020000000000000018,49.99999999999996,CALL,0.17,0.11,-0.06,0.2394,0.224
0.054,315.0,0.01999999999999999,50.00000000000003,CALL,0.1,0.05,-0.05,0.248,0.2286
0.073,195.0,0.01999999999999999,50.00000000000003,PUT,0.1,0.18,0.08,0.5567,0.599
0.073,205.0,0.020000000000000018,49.99999999999996,PUT,0.15,0.25,0.1,0.5128,0.5529
0.073,210.0,0.030000000000000027,33.33333333333331,PUT,0.18,0.3,0.11,0.4914,0.5285
0.073,215.0,0.02999999999999997,33.333333333333364,PUT,0.23,0.35,0.13,0.469,0.5032
0.073,220.0,0.020000000000000018,49.99999999999996,PUT,0.27,0.41,0.14,0.4454,0.477
0.073,225.0,0.030000000000000027,33.33333333333331,PUT,0.33,0.47,0.14,0.4218,0.4502
0.073,235.0,0.030000000000000027,33.33333333333331,PUT,0.49,0.62,0.13,0.3772,0.3954
0.073,240.0,0.030000000000000027,33.33333333333331,PUT,0.62,0.73,0.11,0.3558,0.3685
0.073,245.0,0.030000000000000027,33.33333333333331,PUT,0.81,0.88,0.08,0.3353,0.3428
0.073,250.0,0.029999999999999805,33.33333333333355,PUT,1.06,1.1,0.04,0.3164,0.3193
0.073,260.0,0.05999999999999983,16.666666666666714,PUT,2.03,1.95,-0.08,0.2852,0.281
0.073,265.0,0.08000000000000007,12.49999999999999,PUT,2.87,2.74,-0.13,0.2725,0.2667
0.073,270.0,0.15000000000000036,6.666666666666651,PUT,4.08,3.89,-0.18,0.2619,0.255
0.073,285.0,0.09999999999999964,10.000000000000036,CALL,4.25,4.41,0.16,0.2271,0.2326
0.073,290.0,0.13999999999999968,7.142857142857159,CALL,2.58,2.78,0.2,0.22,0.2282
0.073,300.0,0.040000000000000036,24.99999999999998,CALL,0.86,0.95,0.09,0.2169,0.2231
0.073,305.0,0.030000000000000027,33.33333333333331,CALL,0.49,0.52,0.02,0.2198,0.2223
0.073,310.0,0.030000000000000027,33.33333333333331,CALL,0.29,0.28,-0.02,0.2252,0.2227
0.073,315.0,0.030000000000000027,33.33333333333331,CALL,0.18,0.15,-0.04,0.2327,0.2244
0.073,320.0,0.020000000000000004,49.99999999999999,CALL,0.12,0.08,-0.04,0.2409,0.2278
0.092,205.0,0.02999999999999997,33.333333333333364,PUT,0.21,0.32,0.11,0.4809,0.5116
0.092,210.0,0.04000000000000001,24.999999999999996,PUT,0.26,0.38,0.12,0.4608,0.49
0.092,215.0,0.040000000000000036,24.99999999999998,PUT,0.31,0.45,0.14,0.4397,0.4677
0.092,220.0,0.040000000000000036,24.99999999999998,PUT,0.37,0.52,0.15,0.4186,0.4448
0.092,225.0,0.040000000000000036,24.99999999999998,PUT,0.45,0.6,0.15,0.3986,0.4215
0.092,235.0,0.040000000000000036,24.99999999999998,PUT,0.68,0.82,0.14,0.3593,0.3748
0.092,240.0,0.050000000000000044,19.999999999999982,PUT,0.85,0.98,0.13,0.3408,0.3523
0.092,245.0,0.04999999999999982,20.00000000000007,PUT,1.09,1.2,0.1,0.3235,0.3311
0.092,250.0,0.04999999999999982,20.00000000000007,PUT,1.44,1.5,0.07,0.3077,0.3118
